month,grid_id,lon,lat,era5_lon,era5_lat,u10_m_s,v10_m_s,wind_speed_m_s,wind_direction_from_deg,source_status
2024-01-01,G025_R384_C1140,105.125,-6.125,105.0,-6.0,3.517336845397949,0.5695590972900391,3.5631525436472464,260.8019867311999,ok
2024-01-01,G025_R384_C1141,105.375,-6.125,105.25,-6.0,3.543704032897949,0.9806919097900391,3.676900174699447,254.53099574933634,ok
2024-01-01,G025_R384_C1142,105.625,-6.125,105.5,-6.0,3.454348564147949,1.541727066040039,3.7827828841728977,245.948083688204,ok
2024-01-01,G025_R385_C1132,103.125,-6.375,103.0,-6.25,2.463137626647949,-0.35622215270996094,2.488762983871749,278.229134685029,ok
2024-01-01,G025_R385_C1133,103.375,-6.375,103.25,-6.25,2.552981376647949,-0.35719871520996094,2.5778488768077357,277.96479696712794,ok
2024-01-01,G025_R385_C1134,103.625,-6.375,103.5,-6.25,2.627200126647949,-0.38454246520996094,2.655193667702745,278.3272336175536,ok
2024-01-01,G025_R385_C1135,103.875,-6.375,103.75,-6.25,2.785891532897949,-0.42262840270996094,2.8177662074504437,278.62617529982845,ok
2024-01-01,G025_R385_C1136,104.125,-6.375,104.0,-6.25,2.889895439147949,-0.48561668395996094,2.9304128058941434,279.5388387197473,ok
2024-01-01,G025_R385_C1137,104.375,-6.375,104.25,-6.25,3.081301689147949,-0.42116355895996094,3.1099515820896353,277.78316590492307,ok
2024-01-01,G025_R385_C1138,104.625,-6.375,104.5,-6.25,3.292727470397949,-0.23366355895996094,3.3010078541407792,274.05910614980667,ok
2024-01-01,G025_R385_C1139,104.875,-6.375,104.75,-6.25,3.408938407897949,0.029031753540039062,3.4090620281179125,269.5120601964864,ok
2024-01-01,G025_R385_C1140,105.125,-6.375,105.0,-6.25,3.493899345397949,0.46262550354003906,3.524394273105365,262.45736947593156,ok
2024-01-01,G025_R385_C1141,105.375,-6.375,105.25,-6.25,3.314211845397949,0.8156528472900391,3.4131055834047133,256.17384536243674,ok
2024-01-01,G025_R385_C1142,105.625,-6.375,105.5,-6.25,3.156008720397949,1.306375503540039,3.4157002209616394,247.51373240384197,ok
2024-01-01,G025_R386_C1132,103.125,-6.625,103.0,-6.5,2.552004814147949,-0.22975730895996094,2.5623264804577173,275.1444766430648,ok
2024-01-01,G025_R386_C1133,103.375,-6.625,103.25,-6.5,2.691164970397949,-0.23854637145996094,2.7017167263119406,275.06549092313276,ok
